date,GPP_NT_VUT_REF,GPP_DT_VUT_REF,GPP_NT_CUT_REF,GPP_DT_CUT_REF,fAPAR_MODIS,LAI_MODIS,TA_F,VPD_F,PA_F,P_F,CO2_F_MDS,P,AI,f0,A0,A0sum,VPD,chi_gst,Gsl,CO2_pa,LAImax,fAPARmax,m0,LAIpre
30/03/2004,2.75627,2.75538,2.70912,2.68933,0.5482871,1.126694,5.366,4.039,97.912,0,382.2609344,812.225,1.094517,0.540873739,5.376085971,1439.64537,3.576195364,0.762200173,283,0.037427933,3.180903279,0.796166468,0.586672916,(1.9849419411631082+0j)
31/03/2004,3.1879,3.12933,3.11427,3.06148,0.4127007,0.687105,5.799,4.15,97.4,0,382.2609344,812.225,1.094517,0.540873739,5.576613521,1439.64537,3.576195364,0.762200173,283,0.037232215,3.180903279,0.796166468,0.586672916,(2.1613741680154606+0j)
01/04/2004,3.04021,2.78902,2.9036,2.65966,0.5465431,1.326911,6.396,3.58,97.35,0,382.2609344,812.225,1.094517,0.540873739,5.200549505,1439.64537,3.576195364,0.762200173,283,0.037213102,3.180903279,0.796166468,0.586672916,(1.8275212553165183+0j)
02/04/2004,3.49332,3.34476,3.3961,3.25872,0.5411041,1.310902,10.601,6.254,97.446,0,382.2609344,812.225,1.094517,0.540873739,6.718372757,1439.64537,3.576195364,0.762200173,283,0.037249799,3.180903279,0.796166468,0.586672916,(3.108435773040341+0j)
03/04/2004,3.55534,3.06512,3.73622,3.10126,0.5333812,1.286708,10.402,4.983,97.601,0,382.2609344,812.225,1.094517,0.540873739,6.348618718,1439.64537,3.576195364,0.762200173,283,0.037309049,3.180903279,0.796166468,0.586672916,(2.8112475710157767+0j)
04/04/2004,3.68963,2.8632,3.58005,2.95034,0.5241633,1.257747,9.459,4.27,97.56,0.1,382.2609344,812.225,1.094517,0.540873739,5.723417479,1439.64537,3.576195364,0.762200173,283,0.037293377,3.180903279,0.796166468,0.586672916,(2.2883889461765126+0j)
05/04/2004,3.73523,3.1086,3.59958,3.17655,0.5171421,1.24025,6.507,2.502,96.854,3.9,382.2609344,812.225,1.094517,0.540873739,5.445092512,1439.64537,3.576195364,0.762200173,283,0.037023501,3.180903279,0.796166468,0.586672916,(2.046052972440066+0j)
06/04/2004,3.17921,2.53967,3.12617,2.58775,0.5092702,1.217417,4.808,1.657,95.955,4.4,382.2609344,812.225,1.094517,0.540873739,4.031264562,1439.64537,3.576195364,0.762200173,283,0.036679848,3.180903279,0.796166468,0.586672916,(0.6904225400737327+0j)
07/04/2004,3.74216,3.39848,3.80185,3.41124,0.5039036,1.204778,3.777,2.338,96.136,0.4,382.2609344,812.225,1.094517,0.540873739,4.873237104,1439.64537,3.576195364,0.762200173,283,0.036749037,3.180903279,0.796166468,0.586672916,(1.5258345553151775+0j)
08/04/2004,3.59934,3.42004,3.63723,3.34097,0.5017888,1.204091,3.546,1.471,96.569,1.4,382.2609344,812.225,1.094517,0.540873739,4.173180804,1439.64537,3.576195364,0.762200173,283,0.036914556,3.180903279,0.796166468,0.586672916,(0.8382058955452723+0j)
