"","date","P","Ta","sw_in","swe","sm","elev","lat"
"32",2008-02-01,2.53999999999996,-7.22222222222222,49.9200012207031,362.6,83.202,1783.08,44.83
"33",2008-02-02,10.1600000000001,-8.88888888888889,44.8,365.05,84.035,1783.08,44.83
"34",2008-02-03,2.53999999999996,-7.22222222222222,52.4799987792969,374.85,77.91,1783.08,44.83
"35",2008-02-04,0,-8.33333333333333,72.3968020078305,379.75,82.761,1783.08,44.83
"36",2008-02-05,10.16,-6.66666666666667,60.761600254087,379.75,81.879,1783.08,44.83
"37",2008-02-06,7.62,-7.22222222222222,62.6688011013454,389.55,80.801,1783.08,44.83
"38",2008-02-07,15.24,-4.44444444444444,56.1408012460214,396.9,79.184,1783.08,44.83
"39",2008-02-08,5.07999999999993,-3.33333333333333,77.7856029645002,416.5,78.057,1783.08,44.83
"40",2008-02-09,2.54000000000008,0.555555555555556,145.02400318287,421.4,83.79,1783.08,44.83
"41",2008-02-10,0,0,126.463994502315,431.2,83.3,1783.08,44.83
"42",2008-02-11,0,0,155.750390690104,433.65,81.144,1783.08,44.83
"43",2008-02-12,0,2.22222222222222,181.44,433.65,79.772,1783.08,44.83
"44",2008-02-13,0,-6.11111111111111,104.832002563477,438.55,82.271,1783.08,44.83
"45",2008-02-14,0,-3.88888888888889,195.379203157552,438.55,83.398,1783.08,44.83
"46",2008-02-15,2.53999999999996,0.555555555555556,206.233606208406,438.55,79.478,1783.08,44.83
"47",2008-02-16,0,-1.11111111111111,194.483193278899,443.45,80.752,1783.08,44.83
"48",2008-02-17,0,-0.555555555555556,210.918390319372,443.45,79.968,1783.08,44.83
"49",2008-02-18,0,0.555555555555556,215.654409787327,443.45,80.948,1783.08,44.83
"50",2008-02-19,0,-1.11111111111111,208.742409642651,445.9,78.596,1783.08,44.83
"51",2008-02-20,0,-1.11111111111111,217.651196294488,441,84.672,1783.08,44.83
"52",2008-02-21,0,-2.22222222222222,186.956786923105,441,84.672,1783.08,44.83
"53",2008-02-22,2.53999999999996,-3.33333333333333,102.784002685547,438.55,81.83,1783.08,44.83
"54",2008-02-23,2.54000000000008,-3.88888888888889,152.064002685547,441,83.937,1783.08,44.83
"55",2008-02-24,10.16,-2.22222222222222,115.084810107422,441,83.349,1783.08,44.83
"56",2008-02-25,2.54000000000008,-1.66666666666667,149.184006076389,450.8,84.378,1783.08,44.83
"57",2008-02-26,0,-1.66666666666667,215.039995659722,453.25,84.084,1783.08,44.83
"58",2008-02-27,2.53999999999996,-0.555555555555556,220.774390075232,453.25,83.496,1783.08,44.83
"59",2008-02-28,0,2.22222222222222,242.995193825955,453.25,85.701,1783.08,44.83
"60",2008-02-29,0,1.11111111111111,147.5328001926,463.05,85.064,1783.08,44.83
"61",2008-03-01,2.53999999999996,-3.88888888888889,110.89919421025,455.7,87.22,1783.08,44.83
"62",2008-03-02,0,-5,245.824011230469,463.05,86.191,1783.08,44.83
"63",2008-03-03,2.53999999999996,-2.77777777777778,222.272005615234,460.6,84.378,1783.08,44.83
"64",2008-03-04,0,-5.55555555555556,210.841605385561,460.6,86.877,1783.08,44.83
"65",2008-03-05,0,-3.88888888888889,267.264010416667,463.05,89.278,1783.08,44.83
"66",2008-03-06,2.54000000000008,0,274.06078327908,460.6,88.249,1783.08,44.83
"67",2008-03-07,5.07999999999993,1.11111111111111,236.620798284686,463.05,89.327,1783.08,44.83
"68",2008-03-08,0,-0.555555555555556,219.008004195602,460.6,89.67,1783.08,44.83
"69",2008-03-09,0,-0.555555555555556,253.747193337673,460.6,91.483,1783.08,44.83
"70",2008-03-10,0,1.66666666666667,231.52638829843,458.15,90.062,1783.08,44.83
"71",2008-03-11,0,0.555555555555556,193.44638974519,465.5,91.336,1783.08,44.83
"72",2008-03-12,2.54000000000008,0.555555555555556,184.32,453.25,90.699,1783.08,44.83
"73",2008-03-13,10.16,-2.22222222222222,91.3792048914027,450.8,90.748,1783.08,44.83
"74",2008-03-14,7.62,-4.44444444444444,134.745602080621,455.7,92.561,1783.08,44.83
"75",2008-03-15,2.54000000000008,-5,153.036800142867,465.5,95.55,1783.08,44.83
"76",2008-03-16,0,-3.88888888888889,162.40639103371,465.5,92.316,1783.08,44.83
"77",2008-03-17,5.07999999999993,-2.22222222222222,143.270408638961,465.5,94.423,1783.08,44.83
"78",2008-03-18,10.16,-0.555555555555556,154.291205838578,470.4,94.717,1783.08,44.83
"79",2008-03-19,7.62,-2.77777777777778,106.342393095342,480.2,96.187,1783.08,44.83
"80",2008-03-20,0,-5,253.951990740741,487.55,93.149,1783.08,44.83
"81",2008-03-21,0,-6.11111111111111,291.200012207031,487.55,95.893,1783.08,44.83
"82",2008-03-22,2.54000000000008,-3.33333333333333,238.694411640987,487.55,95.403,1783.08,44.83
"83",2008-03-23,0,0,262.886397128182,487.55,97.412,1783.08,44.83
"84",2008-03-24,0,-1.66666666666667,193.446390355541,487.55,98.637,1783.08,44.83
"85",2008-03-25,0,-3.88888888888889,313.740782013166,487.55,98.196,1783.08,44.83
"86",2008-03-26,2.53999999999996,-4.44444444444444,265.4208171875,485.1,97.51,1783.08,44.83
"87",2008-03-27,0,-7.22222222222222,294.912005208333,487.55,97.902,1783.08,44.83
"88",2008-03-28,10.16,-7.77777777777778,127.142392394568,487.55,97.216,1783.08,44.83
"89",2008-03-29,2.53999999999996,-7.77777777777778,241.075197849754,497.35,97.951,1783.08,44.83
"90",2008-03-30,2.54000000000008,-8.33333333333333,179.712003173828,499.8,97.902,1783.08,44.83
"91",2008-03-31,0,-6.11111111111111,239.782411473705,499.8,98.931,1783.08,44.83
"92",2008-04-01,0,-5,357.15839953342,502.25,100.107,1783.08,44.83
"93",2008-04-02,0,-2.77777777777778,346.367994068287,502.25,97.265,1783.08,44.83
"94",2008-04-03,2.53999999999996,0,370.022387217882,507.15,98.392,1783.08,44.83
"95",2008-04-04,0,-1.66666666666667,188.966409705946,494.9,100.352,1783.08,44.83
"96",2008-04-05,2.53999999999996,-3.33333333333333,175.347206227394,490,99.568,1783.08,44.83
"97",2008-04-06,2.54000000000008,-2.22222222222222,219.545595864077,490,100.989,1783.08,44.83
"98",2008-04-07,2.53999999999996,-3.33333333333333,216.115199251302,494.9,99.47,1783.08,44.83
"99",2008-04-08,5.07999999999993,-3.88888888888889,174.528006591797,494.9,102.41,1783.08,44.83
"100",2008-04-09,5.08000000000004,-3.33333333333333,222.911993408203,499.8,99.911,1783.08,44.83
"101",2008-04-10,0,-2.77777777777778,255.897605186632,504.7,100.695,1783.08,44.83
"102",2008-04-11,2.53999999999996,1.11111111111111,296.358388420501,504.7,101.92,1783.08,44.83
"103",2008-04-12,0,6.11111111111111,384.038386973741,507.15,101.234,1783.08,44.83
"104",2008-04-13,0,7.77777777777778,351.51359901982,477.75,106.085,1783.08,44.83
"105",2008-04-14,0,1.11111111111111,310.886411830874,458.15,120.148,1783.08,44.83
"106",2008-04-15,0,-5.55555555555556,240.1919921875,455.7,119.805,1783.08,44.83
"107",2008-04-16,0,-2.22222222222222,334.489575546152,460.6,118.972,1783.08,44.83
"108",2008-04-17,0,3.33333333333333,399.615986328125,463.05,116.424,1783.08,44.83
"109",2008-04-18,0,0.555555555555556,329.727993164063,458.15,122.059,1783.08,44.83
"110",2008-04-19,0,-5.55555555555556,305.011202895327,441,121.226,1783.08,44.83
"111",2008-04-20,0,-7.22222222222222,295.987202605975,450.8,121.03,1783.08,44.83
"112",2008-04-21,2.54000000000008,-6.11111111111111,256.281602853733,441,120.295,1783.08,44.83
"113",2008-04-22,12.7,-1.66666666666667,265.369602709057,445.9,116.669,1783.08,44.83
"114",2008-04-23,0,-1.66666666666667,285.542411496311,448.35,119.119,1783.08,44.83
"115",2008-04-24,5.07999999999993,-2.77777777777778,172.057595737485,455.7,118.531,1783.08,44.83
"116",2008-04-25,0,-1.66666666666667,342.835196267361,460.6,116.963,1783.08,44.83
"117",2008-04-26,0,1.66666666666667,434.995193373842,460.6,116.326,1783.08,44.83
"118",2008-04-27,0,5.55555555555556,384.192014160156,450.8,117.355,1783.08,44.83
"119",2008-04-28,0,7.22222222222222,397.183992919922,431.2,123.48,1783.08,44.83
"120",2008-04-29,5.08000000000004,-0.555555555555556,233.600007233796,411.6,127.939,1783.08,44.83
"121",2008-04-30,0,-3.88888888888889,185.01119860026,409.15,126.322,1783.08,44.83
"122",2008-05-01,0,-1.11111111111111,410.188779336661,414.05,122.794,1783.08,44.83
"123",2008-05-02,2.53999999999996,2.77777777777778,415.833600783058,418.95,122.843,1783.08,44.83
"124",2008-05-03,5.08000000000004,3.33333333333333,339.097597952836,404.25,124.558,1783.08,44.83
"125",2008-05-04,0,3.88888888888889,403.507191710069,396.9,128.87,1783.08,44.83
"126",2008-05-05,0,7.22222222222222,408.14078034035,382.2,128.527,1783.08,44.83
"127",2008-05-06,0,5,335.667197090205,362.6,129.85,1783.08,44.83
"128",2008-05-07,0,2.77777777777778,353.279992675781,345.45,131.075,1783.08,44.83
"129",2008-05-08,0,1.66666666666667,393.6,333.2,129.801,1783.08,44.83
"130",2008-05-09,0,1.66666666666667,399.359985351562,323.4,130.487,1783.08,44.83
"131",2008-05-10,0,5,419.417627303965,316.05,129.556,1783.08,44.83
"132",2008-05-11,0,1.11111111111111,313.113624121094,301.35,129.458,1783.08,44.83
"133",2008-05-12,0,0,371.609601895255,294,128.233,1783.08,44.83
"134",2008-05-13,7.62,3.88888888888889,293.785603052662,291.55,127.351,1783.08,44.83
"135",2008-05-14,0,6.11111111111111,326.860780295139,279.3,130.977,1783.08,44.83
"136",2008-05-15,0,10.5555555555556,421.056006221065,252.35,132.594,1783.08,44.83
"137",2008-05-16,0,12.2222222222222,454.348821654369,218.05,133.917,1783.08,44.83
"138",2008-05-17,0,14.4444444444444,451.404779228154,186.2,136.465,1783.08,44.83
"139",2008-05-18,0,13.3333333333333,400.153573213253,144.55,135.485,1783.08,44.83
"140",2008-05-19,0,12.7777777777778,419.865572634549,100.45,129.507,1783.08,44.83
"141",2008-05-20,5.07999999999993,6.11111111111111,299.584007568359,49,123.872,1783.08,44.83
"142",2008-05-21,5.08000000000004,0,144.83200378418,22.05,122.353,1783.08,44.83
"143",2008-05-22,10.16,1.66666666666667,146.81600189209,17.15,122.108,1783.08,44.83
"144",2008-05-23,10.16,3.33333333333333,217.651198690683,4.9,125.636,1783.08,44.83
"145",2008-05-24,15.2400000000001,4.44444444444444,213.657602383536,0,130.193,1783.08,44.83
"146",2008-05-25,0,5.55555555555556,303.513604987702,0,130.193,1783.08,44.83
"147",2008-05-26,0,5.55555555555556,309.478387877966,0,127.155,1783.08,44.83
"148",2008-05-27,17.7799999999999,5.55555555555556,208.998389324725,0,123.284,1783.08,44.83
"149",2008-05-28,17.7800000000001,5,188.902389614077,0,131.418,1783.08,44.83
"150",2008-05-29,10.16,4.44444444444444,90.4319986979167,0,132.398,1783.08,44.83
"151",2008-05-30,2.53999999999996,5.55555555555556,226.508799383319,0,131.859,1783.08,44.83
"152",2008-05-31,2.54000000000008,6.66666666666667,256.844799817347,0,130.585,1783.08,44.83
"153",2008-06-01,0,6.11111111111111,349.875189576099,0,127.302,1783.08,44.83
"154",2008-06-02,0,5.55555555555556,349.875189576099,0,125.146,1783.08,44.83
"155",2008-06-03,10.16,3.33333333333333,189.273598499891,0,122.99,1783.08,44.83
"156",2008-06-04,0,1.66666666666667,350.05440557364,0,122.647,1783.08,44.83
"157",2008-06-05,2.54000000000008,3.88888888888889,303.244783613643,0,121.422,1783.08,44.83
"158",2008-06-06,2.53999999999996,0.555555555555556,242.188785349754,0,120.736,1783.08,44.83
"159",2008-06-07,0,1.66666666666667,325.631990740741,0,119.364,1783.08,44.83
"160",2008-06-08,0,5.55555555555556,446.463984375,0,119.56,1783.08,44.83
"161",2008-06-09,2.53999999999985,6.11111111111111,374.783984375,0,116.326,1783.08,44.83
"162",2008-06-10,15.2400000000001,-1.66666666666667,198.65599609375,0,116.473,1783.08,44.83
"163",2008-06-11,0,1.66666666666667,329.7280078125,0,115.934,1783.08,44.83
"164",2008-06-12,0,6.66666666666667,440.32,0,123.039,1783.08,44.83
"165",2008-06-13,0,10,434.176015625,0,124.509,1783.08,44.83
"166",2008-06-14,0,9.44444444444444,446.463984375,0,123.137,1783.08,44.83
"167",2008-06-15,0,10.5555555555556,438.2719921875,0,120.148,1783.08,44.83
"168",2008-06-16,0,12.2222222222222,436.223984375,0,118.384,1783.08,44.83
"169",2008-06-17,0,11.1111111111111,409.6,0,114.709,1783.08,44.83
"170",2008-06-18,0,10,423.936015625,0,115.983,1783.08,44.83
"171",2008-06-19,0,11.1111111111111,440.32,0,111.867,1783.08,44.83
"172",2008-06-20,0,15,428.0319921875,0,108.437,1783.08,44.83
"173",2008-06-21,10.1599999999999,12.2222222222222,407.5519921875,0,105.203,1783.08,44.83
"174",2008-06-22,0,10.5555555555556,389.12,0,104.125,1783.08,44.83
"175",2008-06-23,0,10.5555555555556,415.743984375,0,102.361,1783.08,44.83
"176",2008-06-24,0,10.5555555555556,403.456015625,0,103.488,1783.08,44.83
"177",2008-06-25,0,12.7777777777778,407.5519921875,0,100.254,1783.08,44.83
"178",2008-06-26,0,11.6666666666667,354.303984375,0,96.726,1783.08,44.83
"179",2008-06-27,0,13.8888888888889,395.263984375,0,92.953,1783.08,44.83
"180",2008-06-28,0,17.2222222222222,393.216015625,0,90.111,1783.08,44.83
"181",2008-06-29,0,20,382.976015625,0,87.171,1783.08,44.83
"182",2008-06-30,0,16.1111111111111,342.016015625,0,85.946,1783.08,44.83
"183",2008-07-01,7.62000000000012,13.8888888888889,317.44,0,82.124,1783.08,44.83
"184",2008-07-02,0,17.7777777777778,337.92,0,80.262,1783.08,44.83
"185",2008-07-03,0,18.8888888888889,339.878405862991,0,80.409,1783.08,44.83
"186",2008-07-04,0,13.8888888888889,278.822388189923,0,73.157,1783.08,44.83
"187",2008-07-05,0,12.7777777777778,278.822388189923,0,71.148,1783.08,44.83
"188",2008-07-06,0,13.3333333333333,313.420783324291,0,70.707,1783.08,44.83
"189",2008-07-07,0,14.4444444444444,345.983990162037,0,69.188,1783.08,44.83
"190",2008-07-08,0,15.5555555555556,343.948782456236,0,67.571,1783.08,44.83
"191",2008-07-09,0,16.6666666666667,353.920005063657,0,62.72,1783.08,44.83
"192",2008-07-10,0,14.4444444444444,341.785597175202,0,63.014,1783.08,44.83
"193",2008-07-11,0,11.1111111111111,347.85282040654,0,60.466,1783.08,44.83
"194",2008-07-12,0,14.4444444444444,366.054412952112,0,56.742,1783.08,44.83
"195",2008-07-13,0,16.6666666666667,337.612779806858,0,51.156,1783.08,44.83
"196",2008-07-14,0,16.6666666666667,271.29599609375,0,55.027,1783.08,44.83
"197",2008-07-15,0,16.6666666666667,225.075192926252,0,50.617,1783.08,44.83
"198",2008-07-16,0,15,237.619199269386,0,44.884,1783.08,44.83
"199",2008-07-17,0,14.4444444444444,281.54881577691,0,43.757,1783.08,44.83
"200",2008-07-18,0,12.7777777777778,269.5680078125,0,44.345,1783.08,44.83
"201",2008-07-19,0,14.4444444444444,317.491201584201,0,42.728,1783.08,44.83
"202",2008-07-20,0,18.3333333333333,297.6,0,35.819,1783.08,44.83
"203",2008-07-21,0,17.2222222222222,222.20799621582,0,39.053,1783.08,44.83
"204",2008-07-22,0,12.2222222222222,136.89600189209,0,36.603,1783.08,44.83
"205",2008-07-23,0,12.2222222222222,281.881595484303,0,34.594,1783.08,44.83
"206",2008-07-24,0,13.3333333333333,307.507198491753,0,32.34,1783.08,44.83
"207",2008-07-25,0,16.6666666666667,307.468800807472,0,31.801,1783.08,44.83
"208",2008-07-26,0,14.4444444444444,266.342411405888,0,30.625,1783.08,44.83
"209",2008-07-27,0,13.8888888888889,285.92641169524,0,26.901,1783.08,44.83
"210",2008-07-28,0,13.8888888888889,303.513602907986,0,29.057,1783.08,44.83
"211",2008-07-29,0,13.3333333333333,247.091192614294,0,27.097,1783.08,44.83
"212",2008-07-30,0,11.1111111111111,274.457604531069,0,26.362,1783.08,44.83
"213",2008-07-31,0,15.5555555555556,301.516816400825,0,21.511,1783.08,44.83
"214",2008-08-01,0,13.8888888888889,272.524815532769,0,22.246,1783.08,44.83
"215",2008-08-02,0,12.2222222222222,241.920007324219,0,20.58,1783.08,44.83
"216",2008-08-03,0,12.7777777777778,276.479992675781,0,21.168,1783.08,44.83
"217",2008-08-04,0,15.5555555555556,286.079991319444,0,20.58,1783.08,44.83
"218",2008-08-05,0,18.8888888888889,282.26559507288,0,16.856,1783.08,44.83
"219",2008-08-06,0,19.4444444444444,240.588800061487,0,18.62,1783.08,44.83
"220",2008-08-07,10.16,16.6666666666667,248.166411017072,0,16.709,1783.08,44.83
"221",2008-08-08,0,16.1111111111111,237.081603531901,0,14.21,1783.08,44.83
"222",2008-08-09,0,13.3333333333333,261.542388800275,0,13.181,1783.08,44.83
"223",2008-08-10,0,10,246.489603387225,0,17.003,1783.08,44.83
"224",2008-08-11,0,11.6666666666667,259.763200915075,0,12.25,1783.08,44.83
"225",2008-08-12,0,15,276.582412129268,0,12.348,1783.08,44.83
"226",2008-08-13,0,16.1111111111111,246.848003540039,0,13.524,1783.08,44.83
"227",2008-08-14,0,17.7777777777778,259.84,0,11.123,1783.08,44.83
"228",2008-08-15,0,18.8888888888889,258.047991898148,0,12.054,1783.08,44.83
"229",2008-08-16,0,20,254.361595529514,0,10.535,1783.08,44.83
"230",2008-08-17,0,20.5555555555556,243.443207339591,0,10.192,1783.08,44.83
"231",2008-08-18,0,17.2222222222222,245.273596894893,0,7.791,1783.08,44.83
"232",2008-08-19,0,12.7777777777778,152.678390635851,0,8.33,1783.08,44.83
"233",2008-08-20,0,10.5555555555556,161.766390491175,0,7.889,1783.08,44.83
"234",2008-08-21,0,8.33333333333333,203.942409981735,0,8.428,1783.08,44.83
"235",2008-08-22,0,8.88888888888889,270.720008680556,0,7.595,1783.08,44.83
"236",2008-08-23,0,15,267.007993164062,0,7.791,1783.08,44.83
"237",2008-08-24,0,18.3333333333333,270.592006835938,0,6.076,1783.08,44.83
"238",2008-08-25,0,10.5555555555556,261.542388099501,0,5.684,1783.08,44.83
"239",2008-08-26,0,7.22222222222222,229.632003761574,0,6.517,1783.08,44.83
"240",2008-08-27,0,10.5555555555556,217.267206928168,0,4.704,1783.08,44.83
"241",2008-08-28,0,12.2222222222222,252.51838914388,0,5.586,1783.08,44.83
"242",2008-08-29,0,15.5555555555556,256.025602464916,0,4.704,1783.08,44.83
"243",2008-08-30,0,10.5555555555556,235.0080078125,0,2.646,1783.08,44.83
"244",2008-08-31,0,3.33333333333333,182.784006076389,0,3.822,1783.08,44.83
"245",2008-09-01,0,5,207.36,0,1.764,1783.08,44.83
"246",2008-09-02,0,7.22222222222222,217.728006591797,0,4.606,1783.08,44.83
"247",2008-09-03,0,9.44444444444444,234.982388800275,0,2.646,1783.08,44.83
"248",2008-09-04,0,9.44444444444444,209.254389668331,0,2.009,1783.08,44.83
"249",2008-09-05,0,10.5555555555556,231.526410429326,0,2.254,1783.08,44.83
"250",2008-09-06,0,11.6666666666667,209.510389966725,0,2.352,1783.08,44.83
"251",2008-09-07,0,11.1111111111111,190.92479995298,0,0.735,1783.08,44.83
"252",2008-09-08,0,11.6666666666667,236.428814556207,0,0.588,1783.08,44.83
"253",2008-09-09,0,12.2222222222222,199.53920049009,0,1.666,1783.08,44.83
"254",2008-09-10,0,10,198.015993652344,0,1.176,1783.08,44.83
"255",2008-09-11,0,10,229.632003173828,0,0.147,1783.08,44.83
"256",2008-09-12,0,13.3333333333333,224.563198428458,0,1.421,1783.08,44.83
"257",2008-09-13,0,12.2222222222222,211.353595742007,0,0.147,1783.08,44.83
"258",2008-09-14,0,13.8888888888889,226.099207118056,0,0.784,1783.08,44.83
"259",2008-09-15,0,16.1111111111111,226.099207118056,0,0,1783.08,44.83
"260",2008-09-16,0,17.7777777777778,209.702390066189,0,0,1783.08,44.83
"261",2008-09-17,0,16.6666666666667,203.212813444011,0,0,1783.08,44.83
"262",2008-09-18,0,15.5555555555556,182.246409615524,0,0.245,1783.08,44.83
"263",2008-09-19,7.62,14.4444444444444,134.399993896484,0,0.294,1783.08,44.83
"264",2008-09-20,7.62000000000012,6.11111111111111,54.4000015258789,0,0,1783.08,44.83
"265",2008-09-21,2.53999999999996,3.88888888888889,73.0111958242911,0,0,1783.08,44.83
"266",2008-09-22,0,2.77777777777778,152.371200499132,0,0.196,1783.08,44.83
"267",2008-09-23,0,3.88888888888889,196.800003616898,0,0.049,1783.08,44.83
"268",2008-09-24,0,9.44444444444444,179.583996672454,0,0.441,1783.08,44.83
"269",2008-09-25,0,10,179.583996672454,0,0,1783.08,44.83
"270",2008-09-26,0,8.88888888888889,188.953604106084,0,0,1783.08,44.83
"271",2008-09-27,0,11.1111111111111,179.660812621166,0,0,1783.08,44.83
"272",2008-09-28,0,12.2222222222222,193.536005859375,0,0,1783.08,44.83
"273",2008-09-29,0,13.8888888888889,187.391997070312,0,0,1783.08,44.83
"274",2008-09-30,0,15.5555555555556,159.935993923611,0,0.294,1783.08,44.83
"275",2008-10-01,0,15,155.366391191949,0,0,1783.08,44.83
"276",2008-10-02,15.24,9.44444444444444,89.1136031476056,0,0,1783.08,44.83
"277",2008-10-03,10.16,6.66666666666667,75.5200014467593,0,2.597,1783.08,44.83
"278",2008-10-04,7.62,3.88888888888889,71.8848014675564,0,4.949,1783.08,44.83
"279",2008-10-05,2.54,2.22222222222222,57.9072036729601,0,6.713,1783.08,44.83
"280",2008-10-06,0,5.55555555555556,114.329601623987,0,6.125,1783.08,44.83
"281",2008-10-07,0,5.55555555555556,148.672005615234,0,8.771,1783.08,44.83
"282",2008-10-08,0,0.555555555555556,132.48,0,9.849,1783.08,44.83
"283",2008-10-09,0,-2.22222222222222,72.9599971064815,0,10.192,1783.08,44.83
"284",2008-10-10,0,-2.22222222222222,42.3167997133608,0,12.789,1783.08,44.83
"285",2008-10-11,0,-2.22222222222222,88.2304003856517,0,10.878,1783.08,44.83
"286",2008-10-12,0,0.555555555555556,128.729597057653,0,12.348,1783.08,44.83
"287",2008-10-13,0,5,157.69599681713,0,11.515,1783.08,44.83
"288",2008-10-14,0,3.88888888888889,110.387195037616,0,11.809,1783.08,44.83
"289",2008-10-15,0,2.77777777777778,110.82240722385,0,11.662,1783.08,44.83
"290",2008-10-16,2.54,5,110.82240722385,0,12.495,1783.08,44.83
"291",2008-10-17,0,8.33333333333333,143.615997314453,0,9.751,1783.08,44.83
"292",2008-10-18,0,7.22222222222222,113.011200634765,0,11.221,1783.08,44.83
"293",2008-10-19,0,6.66666666666667,133.93919976671,0,8.869,1783.08,44.83
"294",2008-10-20,0,5,135.475205472367,0,10.78,1783.08,44.83
"295",2008-10-21,0,-0.555555555555556,114.739205038339,0,10.437,1783.08,44.83
"296",2008-10-22,0,2.77777777777778,134.220799776656,0,10.486,1783.08,44.83
"297",2008-10-23,0,4.44444444444444,134.220799776656,0,7.203,1783.08,44.83
"298",2008-10-24,0,5.55555555555556,137.036811020689,0,8.085,1783.08,44.83
"299",2008-10-25,0,7.22222222222222,124.825602736183,0,7.105,1783.08,44.83
"300",2008-10-26,0,6.66666666666667,130.367997436523,0,7.987,1783.08,44.83
"301",2008-10-27,0,8.33333333333333,127.68,0,9.114,1783.08,44.83
"302",2008-10-28,0,9.44444444444444,115.814392426215,0,7.105,1783.08,44.83
"303",2008-10-29,0,8.33333333333333,122.470392136864,0,7.056,1783.08,44.83
"304",2008-10-30,0,8.88888888888889,105.472002314815,0,6.664,1783.08,44.83
"305",2008-10-31,2.54000000000001,6.66666666666667,55.3727987006293,0,5.439,1783.08,44.83
"306",2008-11-01,5.08,5.55555555555556,25.0496002354375,0,5.586,1783.08,44.83
"307",2008-11-02,2.54,2.77777777777778,86.1695968451606,2.45,6.958,1783.08,44.83
"308",2008-11-03,2.54,0,24.8063991389522,0,5.978,1783.08,44.83
"309",2008-11-04,5.08000000000001,-2.77777777777778,32.3200014467593,0,5.782,1783.08,44.83
"310",2008-11-05,0,-3.88888888888889,85.3248025865342,4.9,6.272,1783.08,44.83
"311",2008-11-06,10.16,-1.11111111111111,32,4.9,6.664,1783.08,44.83
"312",2008-11-07,0,3.33333333333333,49.9200012207031,12.25,6.517,1783.08,44.83
"313",2008-11-08,7.62,2.77777777777778,35.4815977753816,4.9,15.729,1783.08,44.83
"314",2008-11-09,0,1.11111111111111,41.8175974860298,0,18.13,1783.08,44.83
"315",2008-11-10,0,-0.555555555555556,41.8175974860298,0,23.226,1783.08,44.83
"316",2008-11-11,22.86,-1.11111111111111,17.5616001060203,0,33.467,1783.08,44.83
"317",2008-11-12,7.61999999999999,5.55555555555556,60.2112037814671,14.7,31.115,1783.08,44.83
"318",2008-11-13,5.08,1.66666666666667,67.046399621582,2.45,76.097,1783.08,44.83
